timestamp,location_id,visitor_count,resource_usage_rate,temperature,air_quality_index,noise_level,season,peak_hour_flag,visitor_satisfaction,sensor_noise_flag,resource_prediction,resource_allocation,t_sne_dim1,t_sne_dim2
2024-12-02 05:00:00,LOC_003,484,0.9772578845296442,24.767492579658775,90,42.63627598746965,autumn,0,5.07478903937866,1,0.7306289422648221,medium,-31.440739,12.53884
2024-12-02 06:00:00,LOC_002,222,0.429821212273658,29.751314981856538,32,48.37294095848851,autumn,1,8.519862020893367,0,0.325910606136829,low,24.964346,-9.667647
2024-12-02 07:00:00,LOC_003,349,0.6234681035359624,25.504795150403204,88,66.76808931471083,spring,0,9.654514825899549,0,0.4862340517679812,low,-7.402894,13.693633
2024-12-02 08:00:00,LOC_002,694,0.3008622846164981,15.652913550913372,45,37.78461231367531,autumn,0,7.975736203052073,0,0.49743114230824903,low,-11.730341,-24.76634
2024-12-02 09:00:00,LOC_002,375,0.7188290855856989,32.37103012640577,68,90.7718506728553,spring,0,6.597430603810383,0,0.5469145427928495,medium,9.42429,-2.3874526
2024-12-02 10:00:00,LOC_003,459,0.7251145137838698,16.293737870302632,26,50.815307191593064,winter,1,6.461136062392031,0,0.5920572568919349,medium,-21.886993,15.99837
2024-12-02 11:00:00,LOC_002,167,0.4732779689223626,34.11648967441505,77,41.37765912280955,spring,1,8.64522911425296,1,0.32013898446118133,low,-10.585555,-16.333714
2024-12-02 12:00:00,LOC_003,885,0.6908888708082386,15.502839165545454,68,77.29349167187704,winter,1,5.870833891941685,0,0.7879444354041193,medium,14.781167,4.4886537
2024-12-02 13:00:00,LOC_003,836,0.45787809971061477,28.889009122614176,122,32.66604104195235,summer,1,8.234738976239404,1,0.6469390498553074,medium,-17.589552,-2.724951
2024-12-02 14:00:00,LOC_001,773,0.412577828354733,16.644141274235633,72,73.39779954119149,autumn,0,5.579967296568212,1,0.5927889141773666,medium,-23.207495,-7.5372686
2024-12-02 15:00:00,LOC_003,274,0.7560636267615852,33.21353158870279,81,78.87389014735498,spring,0,1.5619984747653173,0,0.5150318133807926,medium,-8.405579,26.926105
2024-12-02 16:00:00,LOC_001,581,0.5281478247664524,24.288664724510856,36,45.04415719707034,spring,0,4.455523080137397,1,0.5545739123832262,medium,-27.791027,-14.608666
2024-12-02 17:00:00,LOC_003,162,0.7131847572199357,17.750475496340307,44,32.9374851410544,autumn,0,4.999968619043488,1,0.43759237860996786,low,22.247787,-3.1843996
2024-12-02 18:00:00,LOC_003,189,0.6032727242801589,21.816313995796932,48,55.455175124361475,autumn,1,2.274555204879555,0,0.3961363621400794,low,7.199043,-12.185417
2024-12-02 19:00:00,LOC_001,608,0.9890459851820328,18.296493506935242,136,36.90159611693555,summer,0,1.9224669627029152,1,0.7985229925910164,medium,35.24892,5.817087
2024-12-02 20:00:00,LOC_001,50,0.40470644986729604,18.4116382311418,45,38.15344947713359,summer,0,5.819184546912587,0,0.227353224933648,low,26.078577,-20.80143
2024-12-02 21:00:00,LOC_003,139,0.6252190176450672,33.962166403428846,143,47.79828620114052,spring,0,1.7662927290047392,0,0.3821095088225336,low,15.824773,0.4574988
2024-12-02 22:00:00,LOC_002,703,0.7763196384515276,23.904922245695765,44,50.68275472387315,summer,1,3.7265065110107556,0,0.7396598192257637,medium,6.406421,-4.1316466
2024-12-02 23:00:00,LOC_001,369,0.576881558715978,30.77604527810719,73,67.09792387149943,winter,1,7.701372783667684,1,0.472940779357989,low,-10.839882,26.927229
2024-12-03 00:00:00,LOC_002,599,0.9822898963094828,27.792111223553636,92,77.48743198521092,summer,1,9.679889616111828,1,0.7906449481547414,medium,-6.354128,-18.872343
2024-12-03 01:00:00,LOC_002,854,0.8053213395488545,28.528527246767844,139,71.49396586091294,summer,0,7.460835224967357,1,0.8296606697744273,high,-7.5237174,-8.121847
2024-12-03 02:00:00,LOC_002,943,0.7598887002951451,17.63386876944077,75,40.38522361026618,spring,1,9.933629936075832,1,0.8514443501475726,high,26.291931,-2.9837253
2024-12-03 03:00:00,LOC_001,188,0.8299414873278563,19.683688936309714,84,42.04602227168385,winter,0,7.285041741514624,0,0.5089707436639281,medium,24.135073,-13.519498
2024-12-03 04:00:00,LOC_002,560,0.9668540466271018,30.73500670308874,112,91.51384748550402,summer,0,3.6441502358889477,1,0.763427023313551,medium,4.002428,-16.739273
2024-12-03 05:00:00,LOC_001,917,0.935473057089248,34.41532412949566,105,69.08466205448795,winter,0,7.048472864548257,0,0.926236528544624,high,-5.555743,-38.91482
2024-12-03 06:00:00,LOC_002,894,0.8069997156884883,20.253512851973035,99,90.89564830283823,winter,1,7.319410886772134,1,0.8504998578442442,high,2.428523,4.8428626
2024-12-03 07:00:00,LOC_003,308,0.8244131473708982,20.431375295020796,127,56.00825579239121,winter,1,4.345542861548145,1,0.5662065736854491,medium,-23.094336,20.760536
2024-12-03 08:00:00,LOC_003,722,0.4021454518246018,24.457942656218098,137,73.00800052019267,autumn,0,1.1594246554845011,1,0.5620727259123008,medium,-16.040382,-8.082859
2024-12-03 09:00:00,LOC_001,951,0.37195468314486596,34.67680625710876,102,66.65643912382275,autumn,0,7.3287980629793825,1,0.661477341572433,medium,-4.655272,-37.792538
2024-12-03 10:00:00,LOC_003,739,0.699633151290915,20.37917891652942,34,52.33864428743238,autumn,1,1.1953008574798747,1,0.7193165756454575,medium,-2.2406507,-16.594954
2024-12-03 11:00:00,LOC_003,59,0.312857345858378,23.139438192685276,49,62.89407604235167,autumn,1,6.68069270254064,0,0.185928672929189,low,14.622168,-21.703075
2024-12-03 12:00:00,LOC_002,310,0.637649467086114,32.829600312470134,76,65.17436137788525,spring,1,2.4725483986829957,1,0.473824733543057,low,-17.321066,-19.426872
2024-12-03 13:00:00,LOC_001,968,0.447244705943208,15.058420652427241,147,44.053968232967506,summer,0,6.0904317497323905,1,0.7076223529716039,medium,27.32857,13.932573
2024-12-03 14:00:00,LOC_002,699,0.5422115973513877,15.795319299771391,67,52.05072606637121,autumn,0,5.5352172284254,1,0.6206057986756939,medium,-24.658754,19.675459
2024-12-03 15:00:00,LOC_002,221,0.8430633150550693,27.081433541424385,41,85.39868253548829,spring,0,1.1216227807556431,1,0.5320316575275347,medium,2.2163718,-31.10056
2024-12-03 16:00:00,LOC_002,947,0.9588662529626706,33.14760329425694,25,94.1051767617889,summer,1,4.2657923529559305,0,0.9529331264813352,high,15.0827875,28.611149
2024-12-03 17:00:00,LOC_002,62,0.350691390502439,19.777133208038553,123,55.18558654817096,autumn,1,6.409820506566724,1,0.2063456952512195,low,-9.232062,-5.169347
2024-12-03 18:00:00,LOC_002,217,0.6739695441835116,24.39283549361418,55,51.48805975463127,summer,1,8.637458967089017,0,0.4454847720917558,low,27.90943,-12.8918495
2024-12-03 19:00:00,LOC_002,691,0.9177734400737199,24.009306033156363,98,43.663801520031775,autumn,0,8.997779024528654,1,0.80438672003686,high,10.139784,20.705933
2024-12-03 20:00:00,LOC_002,645,0.35775597410829485,24.459426921910204,135,77.49438180554068,spring,0,5.354649730299009,0,0.5013779870541475,medium,25.884632,-0.088282295
2024-12-03 21:00:00,LOC_001,370,0.8771598328277836,27.450393914594905,76,52.616979116643606,winter,1,7.5558023856949434,0,0.6235799164138918,medium,-29.438833,-15.091917
2024-12-03 22:00:00,LOC_003,368,0.55046094564979,24.394875259813674,68,99.14246773694319,winter,0,3.848091188801119,0,0.459230472824895,low,-6.8586617,-6.6605606
2024-12-03 23:00:00,LOC_002,662,0.5254662915535347,23.949362826449157,101,52.79793614447672,summer,1,4.079677651827917,0,0.5937331457767674,medium,-25.118498,11.447636
2024-12-04 00:00:00,LOC_002,378,0.98422647042035,24.485768408625212,85,57.58952327478397,spring,0,2.750171672640824,0,0.681113235210175,medium,8.031034,-29.512302
2024-12-04 01:00:00,LOC_002,834,0.4406013629036059,26.81734882542083,96,72.23339373484244,winter,1,6.057532989939154,1,0.637300681451803,medium,-21.732378,16.838442
2024-12-04 02:00:00,LOC_002,826,0.7852357585758767,25.74014976702717,64,86.11790052339134,autumn,0,3.831077358346287,0,0.8056178792879383,high,-4.4057503,-5.6382575
2024-12-04 03:00:00,LOC_002,960,0.8750085096069065,32.082719953010084,98,62.86630657419436,winter,0,1.7593380679465453,1,0.9175042548034532,high,2.667162,30.96626
2024-12-04 04:00:00,LOC_002,969,0.32882844669549016,15.989937069873331,39,59.585922365227084,summer,1,7.165054779968608,0,0.6489142233477451,medium,-0.9636021,12.417113
2024-12-04 05:00:00,LOC_003,599,0.7692698208480885,31.66634142946025,142,99.69464835163657,summer,1,7.369778868448583,0,0.6841349104240442,medium,-5.719451,-8.599652
2024-12-04 06:00:00,LOC_003,468,0.9660849820487287,31.87849225223448,86,30.73455487979611,spring,1,4.239931769011521,1,0.7170424910243643,medium,14.451666,-2.0419853
2024-12-04 07:00:00,LOC_002,655,0.38695397670964155,20.698160430619218,102,92.65457021958721,summer,1,1.6905105951042052,0,0.5209769883548208,medium,-14.436403,-0.8419028
2024-12-04 08:00:00,LOC_003,144,0.9273549118795268,24.257039100317012,22,40.43985781578162,winter,1,4.836679456630833,0,0.5356774559397633,medium,-8.867796,24.383406
2024-12-04 09:00:00,LOC_001,866,0.7163436461638553,23.77076977074871,83,85.01476933462394,winter,0,4.981019122451939,0,0.7911718230819276,medium,26.571865,-12.991315
2024-12-04 10:00:00,LOC_002,630,0.7316232073037318,19.370196687082604,59,73.25520918924086,winter,1,7.018037964081037,0,0.6808116036518659,medium,23.51806,16.831228
2024-12-04 11:00:00,LOC_001,367,0.7290609224059241,22.93593694172633,78,53.92930998486645,winter,1,3.8387475213281514,1,0.5480304612029621,medium,-0.9356416,-31.618114
2024-12-04 12:00:00,LOC_001,285,0.5091851204361196,15.887755443417088,81,91.1712468864713,spring,1,7.143393518031749,0,0.39709256021805983,low,-6.961371,-30.531311
2024-12-04 13:00:00,LOC_002,995,0.9546412707096217,20.55644145563469,79,30.903505958669438,autumn,0,8.843396875816495,0,0.9748206353548108,high,-34.30869,14.938927
2024-12-04 14:00:00,LOC_003,383,0.9631453238417271,31.33364350901436,135,45.86834564524466,autumn,1,3.1373743812597983,1,0.6730726619208636,medium,-15.1193495,18.356966
2024-12-04 15:00:00,LOC_001,934,0.7377132621497634,20.69124603525795,94,69.68249573746752,spring,1,9.810276005079098,1,0.8358566310748817,high,-19.26508,4.746001
2024-12-04 16:00:00,LOC_002,425,0.8483959081591301,31.36413337496495,141,54.60795820347886,summer,1,4.4773132342312625,0,0.6366979540795651,medium,14.069896,2.7658362
2024-12-04 17:00:00,LOC_001,508,0.7285805901168105,25.63198929208862,126,72.72642467228293,autumn,0,3.4053281663235557,0,0.6182902950584053,medium,2.1822095,8.249001
2024-12-04 18:00:00,LOC_001,186,0.6390789133018284,32.597253547223204,115,31.687713538606676,summer,0,4.793600642592615,1,0.4125394566509142,low,-27.054968,3.8085165
2024-12-04 19:00:00,LOC_001,979,0.7625740828094754,26.495591085288304,110,38.15212513371988,autumn,1,1.8495772831347326,0,0.8707870414047376,high,29.925085,5.0215454
2024-12-04 20:00:00,LOC_001,637,0.6871010168143709,15.593364461294797,149,38.89673681529075,summer,0,2.131353158609041,1,0.6620505084071855,medium,-4.8509555,-35.833393
2024-12-04 21:00:00,LOC_003,596,0.7182331038423511,28.508404150941786,81,43.24985521412066,spring,1,4.729906422714983,0,0.6571165519211755,medium,8.840959,-6.6795235
2024-12-04 22:00:00,LOC_001,562,0.8486827873932032,15.897071360471372,68,62.153200856038,winter,0,7.862000697451901,1,0.7053413936966016,medium,18.632181,-4.218445
2024-12-04 23:00:00,LOC_001,345,0.6366326820142894,24.01194037966268,111,82.64900896804998,summer,1,9.102810156170419,1,0.49081634100714466,low,-24.718384,-6.893064
2024-12-05 00:00:00,LOC_001,369,0.3285278742647309,33.58853388946228,143,93.38771865502308,winter,0,6.983361916446438,1,0.3487639371323654,low,-25.756096,17.587458
2024-12-05 01:00:00,LOC_003,967,0.4147996366926481,18.304078786757003,80,88.47607711989723,summer,1,1.9469759971435274,0,0.690899818346324,medium,3.9062622,-1.0535277
2024-12-05 02:00:00,LOC_001,621,0.6070250515426768,22.797447058830883,67,43.782151024297846,summer,1,7.048177859624816,0,0.6140125257713385,medium,3.7054605,8.11859
2024-12-05 03:00:00,LOC_001,881,0.8073785919118408,29.597206176969568,77,60.88053865614427,summer,0,6.718851286326747,0,0.8441892959559204,high,13.1722555,11.082913
2024-12-05 04:00:00,LOC_003,398,0.7152950538171251,32.64517112189695,120,43.95881184309745,summer,1,8.251875264639981,0,0.5566475269085626,medium,-11.023413,22.621256
2024-12-05 05:00:00,LOC_003,889,0.7552059301114177,28.41886009485016,131,48.51302716670335,summer,1,8.427237999869629,1,0.8221029650557088,high,-7.163161,0.43143222
2024-12-05 06:00:00,LOC_003,828,0.635495250003401,20.163465083823382,81,65.24828870583204,winter,1,8.81382768201081,1,0.7317476250017005,medium,18.733349,-20.763145
2024-12-05 07:00:00,LOC_001,922,0.7310194153595699,28.492157058324324,58,34.76763173064658,summer,1,4.727183631211885,1,0.8265097076797849,high,9.994548,-21.974741
2024-12-05 08:00:00,LOC_003,278,0.5303122064702634,20.9345528220818,77,45.27220307152913,winter,0,7.280779558169298,0,0.40415610323513174,low,-18.69793,-15.508984
2024-12-05 09:00:00,LOC_003,319,0.6291278148876656,29.368584596374703,118,95.47647129149821,spring,1,3.4142532303007966,0,0.47406390744383275,low,23.115719,14.856665
2024-12-05 10:00:00,LOC_001,877,0.8209953459164689,34.08066255170081,63,62.628140486094225,autumn,0,9.994026519851538,0,0.8489976729582345,high,14.975702,-23.788265
2024-12-05 11:00:00,LOC_003,847,0.9102829452811847,29.427869022125765,48,61.17705681845105,summer,0,2.5780081723917396,1,0.8786414726405923,high,-32.088226,-12.776543
2024-12-05 12:00:00,LOC_001,340,0.6035587337694721,32.25761005824825,78,31.01970083258952,autumn,0,1.0910298849475222,0,0.4717793668847361,low,-1.5765438,-5.1181
2024-12-05 13:00:00,LOC_002,774,0.3305631603951528,15.042076863517668,90,47.3179822940842,winter,0,2.339278430663584,0,0.5522815801975764,medium,4.4317665,-28.4188
2024-12-05 14:00:00,LOC_003,214,0.4131707809027618,29.35144249463189,111,90.6404705187527,spring,1,7.9828506058971405,1,0.3135853904513809,low,0.9518811,-20.624964
2024-12-05 15:00:00,LOC_002,54,0.31460279750407666,31.591751137305007,28,41.52398997810681,spring,1,5.021053088573903,1,0.18430139875203833,low,-30.592262,17.005394
2024-12-05 16:00:00,LOC_001,900,0.757284113466131,15.811174750893628,146,59.05874576743048,spring,0,5.027502230293854,0,0.8286420567330655,high,-15.690519,15.935798
2024-12-05 17:00:00,LOC_003,428,0.5326202377485763,32.43195454576461,40,31.00316341069009,autumn,1,9.595206276505017,1,0.4803101188742881,low,-27.012972,7.511815
2024-12-05 18:00:00,LOC_001,127,0.6797350450035572,20.13388456620092,83,63.483483716938906,winter,0,9.276714172252667,0,0.4033675225017786,low,-28.551807,-10.772952
2024-12-05 19:00:00,LOC_002,459,0.6452937927486597,28.305842039561107,109,31.4714774708352,summer,1,3.800752640236083,1,0.5521468963743299,medium,4.378976,-26.332243
2024-12-05 20:00:00,LOC_001,623,0.3570685426866987,31.007097580468134,55,87.372668714606,summer,1,2.8815231590277954,1,0.4900342713433493,low,11.563904,8.7964
2024-12-05 21:00:00,LOC_003,181,0.5822829527866822,28.25329026118711,81,87.73976372409726,winter,1,8.636339889403658,1,0.3816414763933411,low,-17.117044,-26.836782
2024-12-05 22:00:00,LOC_003,650,0.4543927874456263,16.845695841465144,95,85.14195318116589,autumn,0,9.15417163939927,0,0.5521963937228132,medium,-5.7236624,-26.303251
2024-12-05 23:00:00,LOC_002,798,0.5928798520673568,26.926430377207367,32,49.83548482237828,summer,0,5.874372305186382,0,0.6954399260336784,medium,-15.425858,12.811639
2024-12-06 00:00:00,LOC_001,91,0.44250479623956984,25.99167313444287,30,88.60660527552727,winter,1,6.664813400053904,0,0.2667523981197849,low,-22.955051,14.164946
2024-12-06 01:00:00,LOC_003,138,0.8883166843938535,33.00642536148543,73,68.00986928236885,summer,0,3.3122285622306404,1,0.5131583421969268,medium,24.039917,21.158365
2024-12-06 02:00:00,LOC_002,451,0.42193533560477753,23.084794592884183,35,56.166567620690174,spring,0,8.207224191806722,1,0.43646766780238877,low,7.100167,27.770546
2024-12-06 03:00:00,LOC_003,345,0.9725463860408838,21.421621941741,27,73.77309717929631,summer,1,6.689101856041208,1,0.6587731930204419,medium,-9.037517,-16.113815
2024-12-06 04:00:00,LOC_003,889,0.5911351563028585,29.997015288729326,123,30.86387322422618,autumn,0,5.5316216016819695,1,0.7400675781514292,medium,-23.030895,4.6490045
2024-12-06 05:00:00,LOC_001,344,0.8923717044133344,23.253506521667934,78,40.00726143205265,winter,1,1.5409770047055624,0,0.6181858522066672,medium,7.3069882,14.607753
2024-12-06 06:00:00,LOC_003,665,0.7401353727441615,27.921923500101258,76,81.96054767191839,autumn,1,9.243414662600383,0,0.7025676863720808,medium,6.101593,30.13438
2024-12-06 07:00:00,LOC_001,575,0.8147452090660268,27.929001802492138,59,47.091312610130714,winter,1,6.539062783459654,0,0.6948726045330134,medium,-13.36297,20.93655
2024-12-06 08:00:00,LOC_003,849,0.8374067216467462,32.760781287202356,149,71.86063821301246,spring,0,2.734219852236712,1,0.8432033608233731,high,22.158875,2.0496812
2024-12-06 09:00:00,LOC_002,740,0.6533914173251124,26.973848046381946,113,56.95718219761208,winter,1,6.457475052847475,1,0.6966957086625563,medium,14.717297,-2.136125
2024-12-06 10:00:00,LOC_003,686,0.6803103663543018,25.043072199239738,63,89.8364045159483,summer,1,7.097170188159761,0,0.683155183177151,medium,13.941035,17.987513
2024-12-06 11:00:00,LOC_001,471,0.6597971074661074,17.77742652793034,99,96.66907141976505,summer,0,5.73193303014903,1,0.5653985537330537,medium,-26.881777,5.5016084
2024-12-06 12:00:00,LOC_001,914,0.7116408646630554,17.314752133574107,100,91.84953098591333,spring,0,7.462915641604202,0,0.8128204323315278,high,-17.419233,10.607635
2024-12-06 13:00:00,LOC_002,72,0.3205761120295551,18.086431305661588,21,48.94339962855177,winter,0,6.233085531357618,1,0.19628805601477756,low,0.5726545,11.091415
2024-12-06 14:00:00,LOC_003,624,0.5768606188943106,18.43696962654189,134,43.59140083322576,spring,0,9.529926238289335,1,0.6004303094471553,medium,3.6427789,21.44013
2024-12-06 15:00:00,LOC_003,192,0.7243320994928201,27.757541853272677,109,63.21044255345145,summer,1,1.4832737073937614,0,0.45816604974641006,low,-9.015927,27.629671
2024-12-06 16:00:00,LOC_002,714,0.718406495679105,29.81962500549157,42,30.51339055853262,autumn,0,1.9562113762260445,0,0.7162032478395525,medium,-7.4912996,-16.974623
2024-12-06 17:00:00,LOC_003,194,0.8550692662239421,25.599830458528373,81,31.806657500422723,spring,0,2.5630447325890584,1,0.524534633111971,medium,-21.261827,-10.660938
2024-12-06 18:00:00,LOC_003,274,0.758506537182476,31.580354650909822,132,68.73034477361,autumn,0,7.21153963543899,0,0.516253268591238,medium,1.0056205,8.2085905
2024-12-06 19:00:00,LOC_001,552,0.9944933214384706,34.82526453467266,147,66.43145829157001,autumn,0,6.810362854748278,0,0.7732466607192353,medium,-10.237086,-8.980169
2024-12-06 20:00:00,LOC_003,870,0.4986981700260515,31.40025258238712,81,99.6207392324682,winter,1,9.028529741887246,1,0.6843490850130257,medium,23.300488,-4.2000947
2024-12-06 21:00:00,LOC_003,665,0.5514057207663621,28.897647473519186,57,44.12892847546307,spring,0,7.595897075955086,1,0.608202860383181,medium,11.891185,4.621214
2024-12-06 22:00:00,LOC_002,153,0.5686930063074573,25.649853988742933,80,48.06727504123279,autumn,1,5.57519938808133,1,0.3608465031537287,low,-30.389763,-8.915251
2024-12-06 23:00:00,LOC_002,996,0.626068964914174,23.977061433494164,148,37.947844962840065,autumn,0,9.926486132172673,0,0.811034482457087,high,-2.9571145,-32.75192
2024-12-07 00:00:00,LOC_001,88,0.8851986446468465,16.68784761089085,141,94.22801067576214,winter,1,3.3949716055236925,1,0.48659932232342323,low,0.20073195,13.2065
2024-12-07 01:00:00,LOC_003,996,0.4650544657714469,22.98737496789382,129,84.44678711209156,winter,1,8.498724938069085,1,0.7305272328857234,medium,2.776905,17.167645
2024-12-07 02:00:00,LOC_003,247,0.8432001449248006,33.202692735642685,32,87.56373780197933,summer,0,4.8411133497452745,1,0.5451000724624002,medium,-6.151908,-25.399136
2024-12-07 03:00:00,LOC_003,695,0.5837171281600204,31.16045259813106,119,93.19346515751562,autumn,1,6.838616249881608,1,0.6393585640800101,medium,2.4593496,-2.2899396
2024-12-07 04:00:00,LOC_001,628,0.7212987685634059,19.321027300233744,41,66.74299907080868,summer,0,7.545416234071906,1,0.674649384281703,medium,9.321973,5.8198686
2024-12-07 05:00:00,LOC_001,440,0.7427783732584142,24.332155693944316,93,61.58352340155066,autumn,1,6.703786784713027,0,0.5913891866292071,medium,26.78531,-19.23015
2024-12-07 06:00:00,LOC_002,228,0.5609940460322541,31.33446405117089,42,53.127403156593154,summer,1,2.2645657279773395,1,0.39449702301612705,low,-11.0687275,-4.81783
2024-12-07 07:00:00,LOC_001,603,0.6588306436440636,16.347691095710452,138,71.24502300434989,winter,1,4.986559096731394,1,0.6309153218220318,medium,-13.515685,-20.07196
2024-12-07 08:00:00,LOC_003,497,0.5891218222533878,22.747851713373187,89,61.799487775287574,spring,0,6.052945401398119,0,0.543060911126694,medium,-12.978993,-19.956308
2024-12-07 09:00:00,LOC_003,549,0.3483929503306336,32.03682473747895,103,61.60959106239026,winter,1,8.64139383260737,1,0.44869647516531685,low,26.44078,-8.497392
2024-12-07 10:00:00,LOC_001,64,0.6060157721717785,23.077957283402476,120,95.58495046117972,summer,0,4.992811739187151,1,0.3350078860858893,low,-5.1955276,21.628582
2024-12-07 11:00:00,LOC_003,672,0.3681753747874865,16.552292894628817,103,98.88220599953911,summer,1,9.268725743238264,0,0.5200876873937432,medium,-24.072681,-14.146734
2024-12-07 12:00:00,LOC_003,718,0.583514559356225,25.85068737064503,47,85.75390725307065,spring,1,4.9633680072268955,1,0.6507572796781125,medium,-8.809871,-14.654593
2024-12-07 13:00:00,LOC_001,338,0.7150428798822472,32.23484989836591,20,82.97306631728497,autumn,1,5.939018733367105,0,0.5265214399411237,medium,-26.230219,14.120475
2024-12-07 14:00:00,LOC_001,527,0.7055904295404505,26.805710859063193,82,77.6390713245371,summer,1,8.166571146485209,1,0.6162952147702252,medium,11.856793,-7.2885036
